VIDEO ID;PERSON ID;AVG;MAX;MIN
P1L_S3_C3;0019;0.2506;0.3557;0.1624
P1L_S3_C3;0011;0.2782;0.3849;0.2141
P1L_S3_C3;0021;0.2730;0.4054;0.2150
P1L_S3_C3;0024;0.2360;0.3174;0.1577
P1L_S3_C3;0023;0.3211;0.4906;0.2052
P1L_S3_C3;0022;0.3194;0.4005;0.2732
P1L_S3_C3;0025;0.2915;0.4079;0.2177
P1L_S3_C3;0010;0.2820;0.5012;0.2250
P1L_S3_C3;0018;0.3357;0.4608;0.2559
P1L_S3_C3;0016;0.2726;0.3722;0.1761
P1L_S3_C3;0026;0.2913;0.3888;0.1867
P1L_S3_C3;0027;0.2789;0.3947;0.2262
P1L_S3_C3;0015;0.3981;0.5240;0.3091
P1L_S3_C3;0005;0.2394;0.2957;0.2036
P1L_S3_C3;0009;0.2714;0.3352;0.2253
P1L_S3_C3;0007;0.2796;0.3846;0.2181
P1L_S3_C3;0012;0.2706;0.3366;0.2301
P1L_S3_C3;0004;0.3709;0.4980;0.2971
P1L_S3_C3;0014;0.3813;0.4837;0.3147
P1L_S3_C3;0017;0.2301;0.3402;0.1839
P1L_S3_C3;0001;0.2893;0.4444;0.2107
P1L_S4_C1;0020;0.3766;0.5523;0.2107
P1L_S4_C1;0014;0.4085;0.6510;0.2510
P1L_S4_C1;0003;0.2803;0.5634;0.1622
P1L_S4_C1;0005;0.2872;0.4969;0.1920
P1L_S4_C1;0011;0.3232;0.5456;0.1636
P1L_S4_C1;0022;0.3309;0.4401;0.2304
P1L_S4_C1;0021;0.3319;0.6525;0.2136
P1L_S4_C1;0013;0.2552;0.4341;0.1628
P1L_S4_C1;0016;0.2554;0.3284;0.1972
P1L_S4_C1;0018;0.3710;0.5162;0.1949
P1L_S4_C1;0023;0.3459;0.5154;0.1871
P1L_S4_C1;0024;0.2654;0.3826;0.1889
P1L_S4_C1;0025;0.3454;0.5945;0.1820
P1L_S4_C1;0027;0.3368;0.6124;0.1984
P1L_S4_C1;0026;0.3523;0.4964;0.2210
P1L_S4_C1;0015;0.4084;0.5443;0.2726
P1L_S4_C1;0010;0.3146;0.4814;0.1846
P1L_S4_C1;0012;0.2912;0.3752;0.2104
P1L_S4_C1;0009;0.3048;0.4828;0.2346
P1L_S4_C1;0019;0.2891;0.5491;0.1438
P1L_S4_C1;0007;0.3193;0.5329;0.1836
P1L_S4_C1;0006;0.4008;0.5803;0.2565
P1L_S4_C1;0017;0.2614;0.4783;0.1590
P1L_S4_C1;0001;0.3055;0.5605;0.1721
P1L_S4_C1;0004;0.3795;0.5183;0.2518
P1L_S4_C2;0020;0.3625;0.5270;0.2054
P1L_S4_C2;0014;0.3602;0.6342;0.2024
P1L_S4_C2;0003;0.2719;0.4092;0.1409
P1L_S4_C2;0005;0.2594;0.3838;0.1800
P1L_S4_C2;0011;0.2743;0.4045;0.1414
P1L_S4_C2;0022;0.3421;0.4399;0.2486
P1L_S4_C2;0021;0.2816;0.4001;0.1672
P1L_S4_C2;0013;0.2615;0.4341;0.1486
P1L_S4_C2;0016;0.2531;0.3485;0.1897
P1L_S4_C2;0018;0.3667;0.5234;0.2222
P1L_S4_C2;0023;0.3370;0.5472;0.1779
P1L_S4_C2;0024;0.2751;0.4365;0.1648
P1L_S4_C2;0025;0.2747;0.3458;0.2009
P1L_S4_C2;0027;0.3273;0.7165;0.1671
P1L_S4_C2;0026;0.3254;0.4815;0.2147
P1L_S4_C2;0015;0.3981;0.6132;0.2638
P1L_S4_C2;0010;0.3072;0.4185;0.1904
P1L_S4_C2;0012;0.2877;0.3783;0.1882
P1L_S4_C2;0009;0.2882;0.3586;0.2374
P1L_S4_C2;0019;0.2686;0.5108;0.1496
P1L_S4_C2;0007;0.2828;0.4287;0.1962
P1L_S4_C2;0006;0.3655;0.5534;0.2713
P1L_S4_C2;0017;0.2520;0.4248;0.1513
P1L_S4_C2;0001;0.3111;0.5373;0.1776
P1L_S4_C2;0004;0.4296;0.5959;0.2632
P1L_S4_C3;0020;0.3598;0.4858;0.2745
P1L_S4_C3;0014;0.3712;0.5142;0.2676
P1L_S4_C3;0003;0.3145;0.4182;0.2246
P1L_S4_C3;0005;0.2992;0.4221;0.2307
P1L_S4_C3;0011;0.2904;0.4281;0.2250
P1L_S4_C3;0022;0.3683;0.5135;0.3011
P1L_S4_C3;0021;0.3148;0.4062;0.2739
P1L_S4_C3;0013;0.2755;0.3323;0.2130
P1L_S4_C3;0016;0.2917;0.3740;0.2406
P1L_S4_C3;0018;0.3988;0.4795;0.3044
P1L_S4_C3;0023;0.3991;0.4848;0.3284
P1L_S4_C3;0024;0.2679;0.3119;0.2246
P1L_S4_C3;0025;0.3223;0.4095;0.2509
P1L_S4_C3;0027;0.2940;0.3858;0.2124
P1L_S4_C3;0026;0.2844;0.4122;0.2192
P1L_S4_C3;0015;0.4185;0.5970;0.3427
P1L_S4_C3;0010;0.3251;0.4709;0.2565
P1L_S4_C3;0012;0.3087;0.3735;0.2699
P1L_S4_C3;0009;0.3499;0.4762;0.2929
P1L_S4_C3;0019;0.2766;0.3446;0.2255
P1L_S4_C3;0007;0.3452;0.4135;0.3053
P1L_S4_C3;0006;0.4162;0.4759;0.3454
P1L_S4_C3;0017;0.2928;0.3907;0.2262
P1L_S4_C3;0001;0.2905;0.3969;0.2066
P1L_S4_C3;0004;0.4685;0.6549;0.3660
P2E_S1_C1.1;0028;0.4665;0.5645;0.3901
P2E_S1_C1.1;0005;0.4388;0.4787;0.4198
P2E_S1_C1.1;0030;0.3738;0.3842;0.3615
P2E_S1_C1.1;0024;0.3788;0.4293;0.3385
P2E_S1_C1.1;0025;0.4680;0.5389;0.3487
P2E_S1_C1.1;0023;0.4161;0.4711;0.3582
P2E_S1_C1.1;0020;0.5281;0.6523;0.4501
P2E_S1_C1.1;0019;0.4708;0.4924;0.4422
P2E_S1_C1.1;0011;0.4992;0.6218;0.4251
P2E_S1_C1.1;0007;0.5376;0.6257;0.4923
P2E_S1_C1.2;0015;0.5678;0.6440;0.5000
P2E_S1_C1.2;0021;0.4015;0.4841;0.3494
P2E_S1_C1.2;0002;0.3720;0.4306;0.3108
P2E_S1_C1.2;0022;0.3926;0.4557;0.3407
P2E_S1_C1.2;0003;0.4242;0.5077;0.3683
P2E_S1_C2.1;0014;0.4257;0.5494;0.3479
P2E_S1_C2.1;0028;0.3873;0.5252;0.2441
P2E_S1_C2.1;0013;0.3509;0.4136;0.2942
P2E_S1_C2.1;0005;0.3622;0.4428;0.2626
P2E_S1_C2.1;0030;0.3611;0.4799;0.2584
P2E_S1_C2.1;0029;0.3925;0.5172;0.2787
P2E_S1_C2.1;0001;0.4009;0.4943;0.2960
P2E_S1_C2.1;0009;0.3802;0.4947;0.2706
P2E_S1_C2.1;0024;0.3237;0.4225;0.2379
P2E_S1_C2.1;0025;0.4089;0.5776;0.2918
P2E_S1_C2.1;0023;0.3879;0.4875;0.2644
P2E_S1_C2.1;0020;0.4174;0.5458;0.3027
P2E_S1_C2.1;0010;0.4422;0.5660;0.3363
P2E_S1_C2.1;0019;0.4157;0.5174;0.2885
P2E_S1_C2.1;0006;0.3851;0.4831;0.2725
P2E_S1_C2.1;0018;0.4667;0.5702;0.3086
P2E_S1_C2.1;0026;0.4084;0.5351;0.3262
P2E_S1_C2.1;0027;0.3338;0.4246;0.2571
P2E_S1_C2.1;0017;0.3379;0.3832;0.2781
P2E_S1_C2.1;0011;0.4523;0.5637;0.3602
P2E_S1_C2.1;0007;0.4913;0.6011;0.4128
P2E_S1_C2.1;0016;0.3592;0.4482;0.2198
P2E_S1_C2.1;0012;0.3485;0.4916;0.2535
P2E_S1_C2.1;0004;0.4859;0.5956;0.3484
P2E_S1_C2.2;0015;0.5395;0.6282;0.4416
P2E_S1_C2.2;0021;0.4081;0.5305;0.3238
P2E_S1_C2.2;0002;0.3744;0.4749;0.3016
P2E_S1_C2.2;0022;0.3918;0.4729;0.2623
P2E_S1_C2.2;0003;0.3975;0.4899;0.2957
P2E_S1_C3.1;0014;0.3658;0.5023;0.2794
P2E_S1_C3.1;0028;0.3836;0.5308;0.2757
P2E_S1_C3.1;0013;0.3128;0.4162;0.2367
P2E_S1_C3.1;0005;0.3443;0.4425;0.2209
P2E_S1_C3.1;0030;0.3215;0.4587;0.2208
P2E_S1_C3.1;0029;0.3548;0.4964;0.2638
P2E_S1_C3.1;0001;0.3443;0.4297;0.2314
P2E_S1_C3.1;0009;0.3387;0.4101;0.2377
P2E_S1_C3.1;0024;0.3057;0.3991;0.1967
P2E_S1_C3.1;0025;0.3443;0.5217;0.2041
P2E_S1_C3.1;0023;0.3445;0.4533;0.2202
P2E_S1_C3.1;0020;0.3870;0.5387;0.2301
P2E_S1_C3.1;0010;0.3991;0.5438;0.2636
P2E_S1_C3.1;0019;0.3428;0.5193;0.1879
P2E_S1_C3.1;0006;0.3380;0.4547;0.2429
P2E_S1_C3.1;0018;0.4219;0.5888;0.2469
P2E_S1_C3.1;0026;0.4234;0.5188;0.3168
P2E_S1_C3.1;0027;0.3022;0.4071;0.1947
P2E_S1_C3.1;0017;0.2947;0.4197;0.2012
P2E_S1_C3.1;0011;0.4247;0.5183;0.3325
P2E_S1_C3.1;0007;0.4245;0.5432;0.2821
P2E_S1_C3.1;0016;0.3435;0.4596;0.2314
P2E_S1_C3.1;0012;0.3315;0.4335;0.2296
P2E_S1_C3.1;0004;0.4609;0.5949;0.3605
P2E_S1_C3.2;0015;0.5164;0.6345;0.3860
P2E_S1_C3.2;0021;0.3700;0.6023;0.2034
P2E_S1_C3.2;0002;0.3592;0.5798;0.2194
P2E_S1_C3.2;0022;0.3966;0.4605;0.3109
P2E_S1_C3.2;0003;0.3629;0.4783;0.1736
P2E_S2_C1.1;0013;0.3380;0.3993;0.2792
P2E_S2_C1.1;0014;0.4207;0.5119;0.3523
P2E_S2_C1.1;0028;0.4096;0.5805;0.2960
P2E_S2_C1.1;0029;0.4437;0.5338;0.3418
P2E_S2_C1.1;0007;0.4927;0.5896;0.4292
P2E_S2_C1.1;0018;0.5132;0.6261;0.4314
P2E_S2_C1.1;0024;0.3472;0.4277;0.2525
P2E_S2_C1.1;0025;0.4163;0.5675;0.2356
P2E_S2_C1.1;0023;0.3896;0.4652;0.2964
P2E_S2_C1.1;0010;0.4598;0.6177;0.3293
P2E_S2_C1.1;0020;0.4523;0.5580;0.3530
P2E_S2_C1.1;0011;0.4795;0.5797;0.3296
P2E_S2_C1.1;0006;0.3885;0.4646;0.2753
P2E_S2_C1.1;0001;0.4190;0.5938;0.2781
P2E_S2_C1.1;0026;0.4043;0.5617;0.3058
P2E_S2_C1.1;0027;0.3171;0.3935;0.2268
P2E_S2_C1.1;0016;0.3853;0.4813;0.2604
P2E_S2_C1.1;0017;0.3339;0.4308;0.2471
P2E_S2_C1.1;0009;0.3844;0.4879;0.2841
P2E_S2_C1.1;0019;0.4286;0.6031;0.2433
P2E_S2_C1.1;0005;0.4236;0.5232;0.3245
P2E_S2_C1.1;0030;0.4083;0.5251;0.2871
P2E_S2_C1.1;0004;0.4605;0.5557;0.3550
P2E_S2_C1.2;0022;0.3910;0.4758;0.2959
P2E_S2_C1.2;0015;0.5462;0.6212;0.4829
P2E_S2_C1.2;0021;0.4054;0.4988;0.3127
P2E_S2_C1.2;0002;0.3716;0.4449;0.3157
P2E_S2_C1.2;0003;0.4017;0.5276;0.3308
P2E_S2_C2.1;0013;0.3338;0.4675;0.2041
P2E_S2_C2.1;0014;0.3909;0.5820;0.2710
P2E_S2_C2.1;0028;0.3954;0.5745;0.2476
P2E_S2_C2.1;0029;0.3976;0.5060;0.2468
P2E_S2_C2.1;0007;0.4757;0.6150;0.2873
P2E_S2_C2.1;0018;0.5090;0.6681;0.4016
P2E_S2_C2.1;0024;0.3012;0.4416;0.1672
P2E_S2_C2.1;0025;0.3595;0.5444;0.1995
P2E_S2_C2.1;0023;0.3821;0.5803;0.2432
P2E_S2_C2.1;0010;0.4302;0.5732;0.2639
P2E_S2_C2.1;0020;0.4027;0.5003;0.2642
P2E_S2_C2.1;0011;0.4565;0.5550;0.3558
P2E_S2_C2.1;0006;0.3551;0.4667;0.2649
P2E_S2_C2.1;0001;0.3588;0.4549;0.2314
P2E_S2_C2.1;0026;0.4084;0.5137;0.3349
P2E_S2_C2.1;0027;0.2985;0.5507;0.1827
P2E_S2_C2.1;0016;0.3949;0.4916;0.2132
P2E_S2_C2.1;0017;0.3183;0.4318;0.2048
P2E_S2_C2.1;0009;0.3766;0.4642;0.2551
P2E_S2_C2.1;0012;0.3736;0.4523;0.3146
P2E_S2_C2.1;0019;0.3607;0.5134;0.1936
P2E_S2_C2.1;0005;0.3703;0.5005;0.2373
P2E_S2_C2.1;0030;0.3878;0.4937;0.2769
P2E_S2_C2.1;0004;0.4379;0.5676;0.2921
P2E_S2_C2.2;0022;0.4020;0.4994;0.2496
P2E_S2_C2.2;0015;0.5333;0.6654;0.3329
P2E_S2_C2.2;0021;0.4037;0.5605;0.2178
P2E_S2_C2.2;0002;0.3646;0.4879;0.2208
P2E_S2_C2.2;0003;0.3885;0.4884;0.2208
P2E_S2_C3.1;0013;0.3645;0.4355;0.3061
P2E_S2_C3.1;0014;0.4756;0.6009;0.3639
P2E_S2_C3.1;0028;0.4511;0.6107;0.3496
P2E_S2_C3.1;0029;0.4560;0.5627;0.3149
P2E_S2_C3.1;0007;0.5285;0.6411;0.4206
P2E_S2_C3.1;0018;0.5215;0.6708;0.4026
P2E_S2_C3.1;0024;0.3376;0.4182;0.2664
P2E_S2_C3.1;0025;0.4303;0.5930;0.2556
P2E_S2_C3.1;0023;0.4149;0.5179;0.3432
P2E_S2_C3.1;0010;0.4724;0.6181;0.3077
P2E_S2_C3.1;0020;0.4641;0.5647;0.3324
P2E_S2_C3.1;0011;0.4858;0.5753;0.4039
P2E_S2_C3.1;0006;0.4052;0.5077;0.3166
P2E_S2_C3.1;0001;0.3834;0.4595;0.3192
P2E_S2_C3.1;0026;0.4278;0.5972;0.3225
P2E_S2_C3.1;0027;0.3274;0.5234;0.2200
P2E_S2_C3.1;0016;0.4123;0.5058;0.2299
P2E_S2_C3.1;0017;0.3782;0.4908;0.2641
P2E_S2_C3.1;0009;0.4004;0.5043;0.3211
P2E_S2_C3.1;0012;0.3816;0.4648;0.2870
P2E_S2_C3.1;0019;0.3782;0.4570;0.2098
P2E_S2_C3.1;0005;0.4043;0.4874;0.2964
P2E_S2_C3.1;0030;0.4341;0.6481;0.3019
P2E_S2_C3.1;0004;0.4888;0.6503;0.3279
P2E_S2_C3.2;0022;0.4384;0.5676;0.3450
P2E_S2_C3.2;0015;0.5548;0.7197;0.4202
P2E_S2_C3.2;0021;0.4420;0.8257;0.2918
P2E_S2_C3.2;0002;0.3656;0.4910;0.2211
P2E_S2_C3.2;0003;0.4000;0.5937;0.2565
P2E_S3_C1.1;0013;0.3440;0.5330;0.2415
P2E_S3_C1.1;0018;0.5039;0.6696;0.3452
P2E_S3_C1.1;0005;0.3855;0.6524;0.2521
P2E_S3_C1.1;0030;0.3437;0.5058;0.1914
P2E_S3_C1.1;0001;0.3950;0.6567;0.2657
P2E_S3_C1.1;0009;0.3363;0.4890;0.2439
P2E_S3_C1.1;0016;0.3861;0.4655;0.2706
P2E_S3_C1.1;0029;0.3756;0.5199;0.2291
P2E_S3_C1.1;0014;0.4629;0.6858;0.3156
P2E_S3_C1.1;0028;0.4553;0.7649;0.2419
P2E_S3_C1.1;0017;0.3536;0.6017;0.2053
P2E_S3_C1.1;0012;0.4215;0.5455;0.2674
P2E_S3_C1.1;0019;0.4600;0.7525;0.2750
P2E_S3_C1.1;0024;0.3530;0.7013;0.2060
P2E_S3_C1.1;0025;0.4128;0.6744;0.2105
P2E_S3_C1.2;0002;0.3735;0.5687;0.2335
P2E_S3_C1.2;0021;0.3731;0.6537;0.2567
P2E_S3_C1.2;0015;0.4344;0.5153;0.3301
P2E_S3_C1.2;0022;0.4082;0.4862;0.3294
P2E_S3_C1.2;0003;0.3670;0.5885;0.2020
P2E_S3_C2.1;0013;0.3517;0.4430;0.2845
P2E_S3_C2.1;0018;0.5041;0.6204;0.4083
P2E_S3_C2.1;0005;0.3680;0.4314;0.2760
P2E_S3_C2.1;0030;0.3480;0.5219;0.2352
P2E_S3_C2.1;0001;0.4043;0.5367;0.2985
P2E_S3_C2.1;0009;0.3434;0.5109;0.2421
P2E_S3_C2.1;0016;0.4039;0.4974;0.2490
P2E_S3_C2.1;0029;0.3997;0.5200;0.2853
P2E_S3_C2.1;0014;0.4641;0.5909;0.4012
P2E_S3_C2.1;0028;0.3950;0.5474;0.3059
P2E_S3_C2.1;0017;0.3347;0.4408;0.2378
P2E_S3_C2.1;0012;0.3860;0.4867;0.2244
P2E_S3_C2.1;0019;0.4088;0.5668;0.2618
P2E_S3_C2.1;0024;0.3347;0.5185;0.2650
P2E_S3_C2.1;0025;0.3996;0.5590;0.2718
P2E_S3_C2.1;0023;0.4290;0.5062;0.3474
P2E_S3_C2.1;0011;0.4620;0.6017;0.3691
P2E_S3_C2.1;0007;0.5159;0.6084;0.4186
P2E_S3_C2.1;0020;0.4647;0.5988;0.3769
P2E_S3_C2.1;0026;0.4605;0.5896;0.3599
P2E_S3_C2.1;0027;0.3526;0.4345;0.2382
P2E_S3_C2.1;0010;0.4778;0.6724;0.3699
P2E_S3_C2.1;0006;0.4271;0.6219;0.3470
P2E_S3_C2.1;0004;0.5074;0.7150;0.3421
P2E_S3_C2.2;0002;0.4005;0.5058;0.2756
P2E_S3_C2.2;0021;0.4178;0.4761;0.3666
P2E_S3_C2.2;0015;0.5032;0.5857;0.4153
P2E_S3_C2.2;0022;0.4381;0.5079;0.3535
P2E_S3_C2.2;0003;0.4189;0.5719;0.3188
P2E_S3_C3.1;0013;0.4837;0.6661;0.3812
P2E_S3_C3.1;0018;0.5896;0.6924;0.5211
P2E_S3_C3.1;0005;0.5284;0.5980;0.4253
P2E_S3_C3.1;0030;0.4921;0.5899;0.3960
P2E_S3_C3.1;0001;0.4683;0.6039;0.3913
P2E_S3_C3.1;0009;0.4074;0.5135;0.3050
P2E_S3_C3.1;0016;0.4976;0.6377;0.4162
P2E_S3_C3.1;0029;0.5009;0.7059;0.4051
P2E_S3_C3.1;0014;0.6265;0.7652;0.5209
P2E_S3_C3.1;0028;0.5010;0.6588;0.4311
P2E_S3_C3.1;0017;0.5380;0.7296;0.4315
P2E_S3_C3.1;0012;0.4505;0.5280;0.3993
P2E_S3_C3.1;0019;0.5062;0.6850;0.4297
P2E_S3_C3.1;0024;0.4789;0.7242;0.3849
P2E_S3_C3.1;0025;0.5317;0.6617;0.4386
P2E_S3_C3.1;0023;0.6147;0.7040;0.5228
P2E_S3_C3.1;0011;0.6001;0.6997;0.5105
P2E_S3_C3.1;0007;0.5648;0.6927;0.4999
P2E_S3_C3.1;0020;0.5895;0.7145;0.5139
P2E_S3_C3.1;0026;0.5675;0.7643;0.4644
P2E_S3_C3.1;0027;0.4670;0.5953;0.3577
P2E_S3_C3.1;0010;0.5779;0.7748;0.4662
P2E_S3_C3.1;0006;0.5479;0.6669;0.4208
P2E_S3_C3.1;0004;0.5991;0.7333;0.5241
P2E_S3_C3.2;0002;0.3845;0.4561;0.3302
P2E_S3_C3.2;0021;0.4631;0.5824;0.3857
P2E_S3_C3.2;0015;0.5098;0.5597;0.4595
P2E_S3_C3.2;0022;0.4642;0.5652;0.3953
P2E_S3_C3.2;0003;0.4530;0.5563;0.3528
P2E_S4_C1.1;0013;0.3237;0.6124;0.2179
P2E_S4_C1.1;0018;0.5321;0.6413;0.4536
P2E_S4_C1.1;0005;0.3930;0.4812;0.2462
P2E_S4_C1.1;0016;0.3440;0.4220;0.2644
P2E_S4_C1.1;0029;0.4535;0.6421;0.3040
P2E_S4_C1.1;0028;0.3587;0.5648;0.1993
P2E_S4_C1.1;0019;0.4017;0.5841;0.2129
P2E_S4_C1.1;0011;0.4659;0.6206;0.3441
P2E_S4_C1.1;0010;0.4382;0.5787;0.3537
P2E_S4_C1.1;0006;0.4109;0.5574;0.2763
P2E_S4_C1.1;0014;0.4791;0.7721;0.3411
P2E_S4_C1.1;0017;0.3350;0.5987;0.2219
P2E_S4_C1.1;0012;0.4168;0.6132;0.2697
P2E_S4_C1.1;0001;0.4355;0.6069;0.2821
P2E_S4_C1.1;0025;0.3935;0.5920;0.2147
P2E_S4_C1.1;0023;0.4293;0.5892;0.2819
P2E_S4_C1.1;0024;0.3146;0.5878;0.2101
P2E_S4_C1.1;0026;0.5972;0.8685;0.2865
P2E_S4_C1.1;0027;0.3512;0.5092;0.1503
P2E_S4_C1.1;0007;0.4784;0.5795;0.3654
P2E_S4_C1.1;0020;0.4361;0.6093;0.2556
P2E_S4_C1.1;0009;0.3446;0.4746;0.2512
P2E_S4_C1.1;0030;0.3524;0.4668;0.2303
P2E_S4_C1.1;0004;0.4798;0.6146;0.2960
P2E_S4_C1.2;0021;0.3696;0.4779;0.2660
P2E_S4_C1.2;0022;0.4023;0.4592;0.3541
P2E_S4_C1.2;0002;0.3610;0.4533;0.2055
P2E_S4_C1.2;0015;0.5272;0.7063;0.3952
P2E_S4_C1.2;0003;0.3887;0.6007;0.2212
P2E_S4_C2.1;0013;0.3305;0.4232;0.2131
P2E_S4_C2.1;0018;0.5107;0.6574;0.4291
P2E_S4_C2.1;0005;0.3557;0.4525;0.2210
P2E_S4_C2.1;0016;0.3458;0.4747;0.2071
P2E_S4_C2.1;0029;0.3802;0.5253;0.2161
P2E_S4_C2.1;0028;0.3592;0.5459;0.2393
P2E_S4_C2.1;0019;0.3571;0.5416;0.1943
P2E_S4_C2.1;0011;0.4566;0.5854;0.3347
P2E_S4_C2.1;0010;0.4217;0.5455;0.2837
P2E_S4_C2.1;0006;0.4042;0.6040;0.2740
P2E_S4_C2.1;0014;0.4397;0.5852;0.3142
P2E_S4_C2.1;0017;0.3012;0.4320;0.2038
P2E_S4_C2.1;0012;0.4369;0.6681;0.2630
P2E_S4_C2.1;0001;0.4029;0.4830;0.2638
P2E_S4_C2.1;0025;0.3520;0.5001;0.2074
P2E_S4_C2.1;0023;0.4402;0.5453;0.2857
P2E_S4_C2.1;0024;0.3055;0.4735;0.2088
P2E_S4_C2.1;0026;0.5663;0.8091;0.3013
P2E_S4_C2.1;0027;0.3276;0.4247;0.1673
P2E_S4_C2.1;0007;0.4867;0.6216;0.3679
P2E_S4_C2.1;0020;0.4122;0.5782;0.2910
P2E_S4_C2.1;0009;0.3300;0.4498;0.2386
P2E_S4_C2.1;0030;0.3479;0.4500;0.2333
P2E_S4_C2.1;0004;0.4769;0.6080;0.2504
P2E_S4_C2.2;0021;0.3904;0.5768;0.3197
P2E_S4_C2.2;0022;0.4176;0.5014;0.3300
P2E_S4_C2.2;0002;0.3629;0.4902;0.2291
P2E_S4_C2.2;0015;0.5249;0.6284;0.3707
P2E_S4_C2.2;0003;0.3728;0.4824;0.2401
P2E_S4_C3.1;0013;0.4284;0.5196;0.3559
P2E_S4_C3.1;0018;0.5483;0.7214;0.4745
P2E_S4_C3.1;0005;0.4285;0.5124;0.3488
P2E_S4_C3.1;0016;0.4083;0.5213;0.3070
P2E_S4_C3.1;0029;0.4502;0.5588;0.3752
P2E_S4_C3.1;0028;0.4865;0.6942;0.4042
P2E_S4_C3.1;0019;0.4463;0.5550;0.3351
P2E_S4_C3.1;0011;0.5446;0.6546;0.4661
P2E_S4_C3.1;0010;0.5151;0.6156;0.4411
P2E_S4_C3.1;0006;0.4739;0.6076;0.3803
P2E_S4_C3.1;0014;0.5535;0.6831;0.4835
P2E_S4_C3.1;0017;0.4213;0.5194;0.3342
P2E_S4_C3.1;0012;0.4986;0.6582;0.3777
P2E_S4_C3.1;0001;0.4381;0.4862;0.3908
P2E_S4_C3.1;0025;0.4813;0.6453;0.3844
P2E_S4_C3.1;0023;0.5666;0.6286;0.4893
P2E_S4_C3.1;0024;0.4044;0.5635;0.2874
P2E_S4_C3.1;0026;0.7396;0.8335;0.6594
P2E_S4_C3.1;0027;0.4146;0.5208;0.3624
P2E_S4_C3.1;0007;0.5184;0.6180;0.4180
P2E_S4_C3.1;0020;0.4806;0.6009;0.4140
P2E_S4_C3.1;0009;0.3512;0.5531;0.2719
P2E_S4_C3.1;0030;0.4543;0.5517;0.3830
P2E_S4_C3.1;0004;0.5708;0.6923;0.4760
P2E_S4_C3.2;0021;0.4319;0.5144;0.3510
P2E_S4_C3.2;0022;0.4360;0.4847;0.3826
P2E_S4_C3.2;0002;0.3834;0.7326;0.3259
P2E_S4_C3.2;0015;0.5481;0.6662;0.4707
P2E_S4_C3.2;0003;0.4427;0.5612;0.3557
P2L_S1_C1.1;0028;0.4995;0.8181;0.2399
P2L_S1_C1.1;0016;0.3805;0.6342;0.2421
P2L_S1_C1.1;0013;0.3721;0.6944;0.2624
P2L_S1_C1.1;0024;0.3101;0.6025;0.2076
P2L_S1_C1.1;0019;0.4233;0.7315;0.2678
P2L_S1_C1.1;0025;0.4000;0.7049;0.2459
P2L_S1_C1.1;0023;0.3740;0.6441;0.2501
P2L_S1_C1.1;0029;0.3804;0.6213;0.2649
P2L_S1_C1.1;0009;0.4880;0.8688;0.3360
P2L_S1_C1.1;0010;0.4313;0.7870;0.2655
P2L_S1_C1.1;0026;0.3992;0.6168;0.2709
P2L_S1_C1.1;0027;0.3693;0.7180;0.2169
P2L_S1_C1.1;0002;0.3522;0.6202;0.1990
P2L_S1_C1.1;0006;0.3913;0.6583;0.2280
P2L_S1_C1.1;0011;0.4392;0.7437;0.2662
P2L_S1_C1.1;0020;0.4284;0.7915;0.2901
P2L_S1_C1.1;0001;0.4536;0.8095;0.2876
P2L_S1_C1.1;0012;0.3849;0.5794;0.2882
P2L_S1_C1.1;0014;0.4979;0.7813;0.3443
P2L_S1_C1.1;0017;0.3767;0.7744;0.2198
P2L_S1_C1.1;0005;0.3916;0.6581;0.2876
P2L_S1_C1.1;0030;0.3403;0.6007;0.2163
P2L_S1_C1.1;0007;0.4817;0.9117;0.3058
P2L_S1_C1.1;0018;0.4352;0.7491;0.2429
P2L_S1_C1.1;0004;0.4302;0.4398;0.4233
P2L_S1_C1.2;0003;0.3610;0.7104;0.1968
P2L_S1_C1.2;0015;0.4595;0.7411;0.3116
P2L_S1_C1.2;0021;0.4075;0.6966;0.2816
P2L_S1_C1.2;0022;0.3855;0.6835;0.2693
P2L_S1_C2.1;0028;0.4939;0.8190;0.2881
P2L_S1_C2.1;0016;0.3305;0.5199;0.2265
P2L_S1_C2.1;0013;0.4080;0.7270;0.2683
P2L_S1_C2.1;0024;0.3546;0.6336;0.2386
P2L_S1_C2.1;0019;0.4077;0.8067;0.2514
P2L_S1_C2.1;0025;0.4270;0.7398;0.2567
P2L_S1_C2.1;0023;0.3777;0.6478;0.2821
P2L_S1_C2.1;0029;0.3876;0.7222;0.2973
P2L_S1_C2.1;0009;0.4502;0.7277;0.3246
P2L_S1_C2.1;0010;0.4837;0.8705;0.3209
P2L_S1_C2.1;0026;0.3996;0.5990;0.2937
P2L_S1_C2.1;0027;0.4009;0.7645;0.2442
P2L_S1_C2.1;0002;0.3763;0.7148;0.2115
P2L_S1_C2.1;0006;0.4257;0.6766;0.2601
P2L_S1_C2.1;0011;0.4675;0.7438;0.2747
P2L_S1_C2.1;0020;0.4747;0.8430;0.2754
P2L_S1_C2.1;0001;0.4616;0.7784;0.3317
P2L_S1_C2.1;0012;0.3884;0.7017;0.2896
P2L_S1_C2.1;0014;0.5311;0.8362;0.3596
P2L_S1_C2.1;0017;0.4221;0.8202;0.2262
P2L_S1_C2.1;0005;0.4208;0.6180;0.3361
P2L_S1_C2.1;0030;0.3830;0.7219;0.2057
P2L_S1_C2.1;0007;0.5692;0.9369;0.3279
